CompanyId,CompanyCode,CompanyDescription,EmployeeNumber,EmployeeFirstName,EmployeeLastName,EmployeeEmail,EmployeeDepartment,HireDate,ManagerEmployeeNumber
10,Alpha,Alpha Description,E141040,Jamill,Dobing,jdobingrd@4shared.com,Marketing,2011-02-25,E149093
7,Charlie,Charlie Description,E139550,Gabrila,Krikorian,gkrikorianre@cornell.edu,Legal,2001-10-25,E103144
3,Zulu,Zulu Description,E138261,Gill,Jindrak,gjindrakrf@webeden.co.uk,Marketing,2004-09-30,E100830
3,Zulu,Zulu Description,E129135,Igor,Venn,ivennrg@usda.gov,Human Resources,2009-02-24,E107955
10,Alpha,Alpha Description,E161168,Valene,Otteridge,votteridgerh@abc.net.au,Training,2008-04-24,E112610
5,Whiskey,Whiskey Description,E111839,Winnifred,Bartolomeo,wbartolomeori@imageshack.us,Marketing,,E196582
9,Kilo,Kilo Description,E115221,Glynnis,Sargint,gsargintrj@discuz.net,Human Resources,,E123890
7,Charlie,Charlie Description,E112583,Shurwood,Sloper,ssloperrk@zimbio.com,Training,2015-01-22,
1,Tango,Tango Description,E145360,Billie,Francescoccio,bfrancescocciorl@networkadvertising.org,Legal,2003-02-12,E116668
5,Whiskey,Whiskey Description,E163442,Andros,Tern,aternrm@reuters.com,Training,,
5,Whiskey,Whiskey Description,E105675,Beverie,Gentle,bgentlern@clickbank.net,Services,2009-10-07,E196582
2,Delta,Delta Description,E124590,Faydra,Briscam,fbriscamro@wix.com,Research and Development,2014-10-05,E106050
4,Oscar,Oscar Description,E170289,Aurilia,Mcsarry,amcsarryrp@bandcamp.com,Legal,2017-10-19,E157123
7,Charlie,Charlie Description,E189667,Lyell,Corp,lcorprq@thetimes.co.uk,Research and Development,2011-01-12,E169656
10,Alpha,Alpha Description,E139629,Marilee,Bummfrey,mbummfreyrr@fotki.com,Legal,2006-09-27,E149093
